Gene ID	Gene Name	SRR1028343	SRR1028346	SRR1028347	SRR1028344	SRR1028349	SRR1028348	SRR1028345
ENSG00000112983	BRD8	2805	5570	1519	2034	2486	3225	5276
ENSG00000112984	KIF20A	4298	10377	4038	4008	4678	6202	9353
ENSG00000112992	NNT	2072	3720	1201	1328	1211	1645	3049
ENSG00000112996	MRPS30	1858	3953	2223	1709	4029	4923	3312
ENSG00000113013	HSPA9	9387	20788	13680	9770	25519	33283	18529
ENSG00000113048	MRPS27	3499	8498	4051	3443	5482	7057	7494
ENSG00000113068	PFDN1	1412	2405	1150	1302	1753	2303	2129
ENSG00000113070	HBEGF	96	97	78	71	117	165	77
ENSG00000113073	SLC4A9	3	11	8	3	3	7	8
ENSG00000113083	LOX	985	1192	777	624	1382	1627	918
ENSG00000113088	GZMK	0	0	0	0	0	0	0
ENSG00000113100	CDH9	99	350	22	92	5	5	294
ENSG00000113108	APBB3	269	571	93	183	184	260	514
ENSG00000113119	TMCO6	423	942	419	434	536	717	917
ENSG00000113140	SPARC	27917	35182	12296	17789	19070	24851	32023
ENSG00000113141	IK	2902	5038	2113	2315	2835	3904	4528
ENSG00000113161	HMGCR	7013	16008	3831	5631	6676	8216	13573
ENSG00000113163	CERT1	2115	5118	2062	1954	3305	3894	4276
ENSG00000113194	FAF2	2770	4879	2085	2189	3480	4390	4334
ENSG00000113196	HAND1	22	555	133	29	0	1	536
ENSG00000113205	PCDHB3	165	249	85	59	274	346	257
ENSG00000113209	PCDHB5	32	36	604	18	1546	2027	51
ENSG00000113211	PCDHB6	29	15	10	5	25	42	22
ENSG00000113212	PCDHB7	48	32	7	10	14	21	34
ENSG00000113231	PDE8B	94	254	64	95	61	82	226
ENSG00000113240	CLK4	361	679	183	237	291	322	576
ENSG00000113248	PCDHB15	42	25	317	23	472	574	31
ENSG00000113249	HAVCR1	3	7	2	0	2	2	4
ENSG00000113262	GRM6	0	1	5	0	35	33	0
ENSG00000113263	ITK	13	8	2	7	2	4	1
ENSG00000113269	RNF130	4445	6288	1770	2888	1736	2384	5476
ENSG00000113272	THG1L	521	1014	365	473	563	759	880
ENSG00000113273	ARSB	1081	2457	683	779	1024	1292	2101
ENSG00000113282	CLINT1	3232	7113	3197	2901	5573	6979	6173
ENSG00000113296	THBS4	514	733	693	449	611	804	670
ENSG00000113300	CNOT6	3826	9052	1853	2636	3100	3653	7320
ENSG00000113302	IL12B	0	0	1	0	2	0	2
ENSG00000113303	BTNL8	7	7	9	8	6	11	16
ENSG00000113312	TTC1	1419	2454	1475	1342	2798	3640	2014
ENSG00000113318	MSH3	836	2100	866	840	1403	1700	1737
ENSG00000113319	RASGRF2	211	163	237	155	226	273	158
ENSG00000113327	GABRG2	34	71	59	32	110	142	57
ENSG00000113328	CCNG1	9208	22958	13646	9760	12214	14921	18544
ENSG00000113356	POLR3G	1674	2134	2948	1992	4972	6003	1593
ENSG00000113360	DROSHA	3192	6946	3211	2661	4832	6332	6198
ENSG00000113361	CDH6	4386	10004	510	2193	45	46	8394
ENSG00000113368	LMNB1	12317	24022	6978	10098	15325	19840	20742
ENSG00000113369	ARRDC3	2419	7934	2115	1549	1800	2188	6385
ENSG00000113384	GOLPH3	3158	6503	3297	2936	4527	5930	5366
ENSG00000113387	SUB1	4016	7706	3183	4273	5938	7329	6178
ENSG00000113389	NPR3	86	127	43	54	25	33	83
ENSG00000113391	FAM172A	1136	2152	486	790	551	675	1742
ENSG00000113396	SLC27A6	48	49	189	47	209	251	36
ENSG00000113407	TARS1	5154	8836	9814	5714	18185	22849	7516
ENSG00000113430	IRX4	44	70	41	45	54	71	80
ENSG00000113441	LNPEP	1344	2918	906	767	1114	1265	2421
ENSG00000113448	PDE4D	599	1120	90	310	118	139	947
ENSG00000113456	RAD1	1274	2412	1084	1170	1737	2054	1908
ENSG00000113460	BRIX1	1241	2216	1302	1437	2277	2774	1788
ENSG00000113492	AGXT2	3	5	2	4	6	1	0
ENSG00000113494	PRLR	138	249	326	119	189	209	180
ENSG00000113504	SLC12A7	2170	4572	951	1471	1419	1934	4545
ENSG00000113520	IL4	1	0	0	0	0	0	2
ENSG00000113522	RAD50	176	324	236	142	337	387	274
ENSG00000113525	IL5	0	0	0	0	1	1	1
ENSG00000113532	ST8SIA4	882	538	33	340	6	11	466
ENSG00000113552	GNPDA1	2950	5509	2743	2461	4438	5683	4795
ENSG00000113555	PCDH12	56	170	17	30	16	12	108
ENSG00000113558	SKP1	3712	7334	2977	3527	4400	5724	6368
ENSG00000113569	NUP155	4069	9700	4690	3669	7068	8551	8218
ENSG00000113575	PPP2CA	5335	10085	4321	4970	7586	9676	8369
ENSG00000113578	FGF1	56	62	32	52	48	67	57
ENSG00000113580	NR3C1	709	1177	363	609	547	651	897
ENSG00000113583	C5orf15	2222	5019	1532	1927	2714	3402	4031
ENSG00000113593	PPWD1	1145	2413	970	967	1575	2020	2077
ENSG00000113594	LIFR	7233	5185	1015	2667	1032	1190	4155
ENSG00000113595	TRIM23	735	1361	519	501	891	1024	1202
ENSG00000113597	TRAPPC13	579	998	564	554	829	1010	885
ENSG00000113600	C9	11	0	1	3	0	0	1
ENSG00000113615	SEC24A	2256	4909	3108	1784	3900	4531	4072
ENSG00000113621	TXNDC15	1512	2520	818	1187	1375	1810	2140
ENSG00000113638	TTC33	570	1203	323	394	471	502	1044
ENSG00000113643	RARS1	2635	5448	3266	2777	5271	6437	4640
ENSG00000113645	WWC1	1003	1327	1222	772	1638	2175	1253
ENSG00000113648	MACROH2A1	5120	8583	1263	3925	1587	2174	7912
ENSG00000113649	TCERG1	4351	10666	3878	3532	5541	7121	9138
ENSG00000113657	DPYSL3	20814	23711	27341	17493	41376	54113	21869
ENSG00000113658	SMAD5	3959	9995	2456	2960	3821	4557	8028
ENSG00000113712	CSNK1A1	4630	8475	3723	3485	5386	6672	7674
ENSG00000113716	HMGXB3	2015	3760	1284	1499	1978	2674	3517
ENSG00000113719	ERGIC1	4616	8817	3070	3721	4543	6331	8131
ENSG00000113721	PDGFRB	4762	7004	2025	2965	2481	3327	6625
ENSG00000113722	CDX1	20	415	0	52	7	1	410
ENSG00000113732	ATP6V0E1	1039	1920	1439	1191	2814	3626	1733
ENSG00000113734	BNIP1	323	400	299	253	329	465	425
ENSG00000113739	STC2	1979	1512	5300	1483	6726	8991	1430
ENSG00000113742	CPEB4	746	1124	703	545	1142	1318	892
ENSG00000113749	HRH2	207	435	223	245	284	394	443
ENSG00000113758	DBN1	12881	17614	8509	10159	17957	25352	17249
ENSG00000113761	ZNF346	872	1472	653	738	667	910	1454
ENSG00000113763	UNC5A	137	72	388	146	372	575	51
ENSG00000113790	EHHADH	238	484	453	150	714	844	393
ENSG00000113805	CNTN3	187	212	13	126	11	16	152
ENSG00000113810	SMC4	5901	15613	4315	4447	6608	8007	12283
ENSG00000113811	SELENOK	770	1125	436	654	740	958	1031
ENSG00000113812	ACTR8	964	1701	811	725	1198	1574	1541
ENSG00000113838	TBCCD1	460	946	305	348	525	684	822
ENSG00000113845	TIMMDC1	1379	2629	1406	1367	2564	3245	2316
ENSG00000113851	CRBN	955	1735	680	751	909	1041	1542
ENSG00000113889	KNG1	0	0	3	0	6	4	0
ENSG00000113905	HRG	0	0	0	1	0	2	0
ENSG00000113916	BCL6	453	682	365	235	198	267	687
ENSG00000113924	HGD	12	9	1	2	0	0	5
ENSG00000113946	CLDN16	48	220	1	92	3	1	186
ENSG00000113966	ARL6	241	555	214	234	442	492	451
ENSG00000113971	NPHP3	175	440	75	127	101	133	352
ENSG00000114013	CD86	8	14	4	12	9	6	20
ENSG00000114019	AMOTL2	1941	4243	1336	1795	974	1224	4177
ENSG00000114021	NIT2	563	861	836	611	991	1222	684
ENSG00000114023	FAM162A	1610	2896	1039	2071	1753	2409	2531
ENSG00000114026	OGG1	681	1260	543	640	647	908	1139
ENSG00000114030	KPNA1	1827	4115	1549	1481	1992	2585	3578
ENSG00000114054	PCCB	2310	4047	2204	2091	2356	2914	3802
ENSG00000114062	UBE3A	3788	9499	3396	3075	5288	6344	7530
ENSG00000114098	ARMC8	1354	3106	1387	1240	2160	2762	2688
ENSG00000114107	CEP70	965	1941	951	810	1045	1393	1568
ENSG00000114113	RBP2	8	19	6	4	2	5	14
ENSG00000114115	RBP1	1010	1856	325	936	513	711	1845
ENSG00000114120	SLC25A36	3109	7207	2351	2360	3115	3508	5852
ENSG00000114124	GRK7	0	2	0	0	0	1	2
ENSG00000114125	RNF7	1452	2450	1399	1327	2295	2816	2264
ENSG00000114126	TFDP2	5333	8774	2191	3491	3213	4189	7580
ENSG00000114127	XRN1	1423	3070	1108	954	1148	1275	2557
ENSG00000114166	KAT2B	405	323	91	157	107	140	264
ENSG00000114200	BCHE	1300	1739	39	714	16	14	1409
ENSG00000114204	SERPINI2	22	11	1	9	4	3	13
ENSG00000114209	PDCD10	982	1641	882	1004	1728	2023	1359
ENSG00000114248	LRRC31	0	2	1	0	1	2	1
ENSG00000114251	WNT5A	3634	5856	2660	2274	3991	4562	5001
ENSG00000114268	PFKFB4	996	2377	252	1049	511	689	2263
ENSG00000114270	COL7A1	2994	5472	1056	2226	2040	2773	5225
ENSG00000114279	FGF12	692	2379	289	604	271	338	1903
ENSG00000114302	PRKAR2A	2399	4267	2319	1874	3439	4222	3612
ENSG00000114315	HES1	681	1129	494	575	224	330	1013
ENSG00000114316	USP4	1209	2769	1076	940	1815	2282	2480
ENSG00000114331	ACAP2	2400	6424	2410	1893	2993	3509	5227
ENSG00000114346	ECT2	4486	9832	4382	3733	6021	6929	7907
ENSG00000114349	GNAT1	4	0	1	1	0	1	1
ENSG00000114353	GNAI2	11500	17990	6970	9414	8384	11917	17548
ENSG00000114354	TFG	3301	5776	2204	2752	3397	4388	4970
ENSG00000114374	USP9Y	36	62	60	49	88	123	50
ENSG00000114378	HYAL1	37	63	77	31	60	102	58
ENSG00000114383	TUSC2	944	1315	729	832	1021	1407	1208
ENSG00000114388	NPRL2	549	807	392	461	504	645	751
ENSG00000114391	RPL24	11268	17159	12173	11183	15701	20830	15065
ENSG00000114395	CYB561D2	178	316	172	178	252	364	326
ENSG00000114405	C3orf14	277	415	188	243	341	453	302
ENSG00000114416	FXR1	7657	18638	8850	7338	10040	12535	15697
ENSG00000114423	CBLB	1425	2988	1042	1087	1124	1406	2643
ENSG00000114439	BBX	3973	10510	2968	3012	3053	3541	8779
ENSG00000114446	IFT57	946	1892	630	758	1036	1341	1627
ENSG00000114450	GNB4	3048	7699	1738	2857	1944	2160	6090
ENSG00000114455	HHLA2	1	4	0	1	0	0	1
ENSG00000114473	IQCG	343	535	188	259	314	377	471
ENSG00000114480	GBE1	967	1977	492	881	813	1051	1683
ENSG00000114487	MORC1	0	0	0	0	0	0	0
ENSG00000114491	UMPS	1533	3178	1349	1386	2383	3281	2882
ENSG00000114503	NCBP2	4059	6990	3277	3256	4486	5573	5958
ENSG00000114520	SNX4	1367	2190	900	1139	1081	1349	1837
ENSG00000114529	C3orf52	158	696	232	206	471	540	653
ENSG00000114541	FRMD4B	633	1380	181	390	169	196	1284
ENSG00000114544	SLC41A3	1170	2137	635	873	702	929	1974
ENSG00000114547	ROPN1B	3	9	4	0	6	10	8
ENSG00000114554	PLXNA1	7001	12821	3292	4559	4599	5870	12370
ENSG00000114573	ATP6V1A	2916	5904	3674	2490	4756	6040	4999
ENSG00000114626	ABTB1	150	288	118	126	179	233	310
ENSG00000114631	PODXL2	1966	1999	824	1220	1169	1598	1929
ENSG00000114638	UPK1B	6	6	12	12	12	9	3
ENSG00000114646	CSPG5	794	274	138	312	324	408	279
ENSG00000114648	KLHL18	908	1629	765	716	1294	1632	1599
ENSG00000114650	SCAP	4308	7818	3541	3569	4521	6084	7474
ENSG00000114654	EFCC1	403	366	24	184	3	3	339
ENSG00000114656	CFAP92	213	384	138	137	83	104	347
ENSG00000114670	NEK11	191	140	78	145	98	115	134
ENSG00000114686	MRPL3	3377	5788	3636	3272	6044	7627	4903
ENSG00000114698	PLSCR4	63	171	65	61	72	74	154
ENSG00000114735	HEMK1	447	919	246	359	349	468	858
ENSG00000114737	CISH	129	192	68	86	113	159	182
ENSG00000114738	MAPKAPK3	1410	2263	2152	1358	2555	3610	2208
ENSG00000114739	ACVR2B	9575	23994	7870	7472	9051	11227	20555
ENSG00000114742	WDR48	2613	6044	2021	2177	2784	3532	5152
ENSG00000114744	COMMD2	1690	3151	1485	1501	2202	2753	2611
ENSG00000114745	GORASP1	1195	2025	1041	897	1325	1811	1925
ENSG00000114757	PEX5L	55	60	42	31	111	109	48
ENSG00000114767	RRP9	878	1476	1179	953	2342	3118	1470
ENSG00000114770	ABCC5	1688	4566	1530	1342	1945	2434	4291
ENSG00000114771	AADAC	0	0	1	0	0	0	0
ENSG00000114779	ABHD14B	214	389	264	198	274	404	359
ENSG00000114784	EIF1B	2129	3620	1958	1760	2248	2975	3114
ENSG00000114786	ABHD14A-ACY1	0	0	0	0	0	0	4
ENSG00000114790	ARHGEF26	679	1133	699	456	896	1056	993
ENSG00000114796	KLHL24	1821	3596	1529	1095	1030	1188	2997
ENSG00000114805	PLCH1	2134	2504	1027	1477	2207	2725	2270
ENSG00000114812	VIPR1	35	46	129	68	114	161	61
ENSG00000114841	DNAH1	158	452	41	107	36	65	495
ENSG00000114850	SSR3	5762	10365	6321	5622	9168	11385	8488
ENSG00000114853	ZBTB47	405	544	209	257	350	434	510
ENSG00000114854	TNNC1	47	172	55	130	28	48	164
ENSG00000114857	NKTR	2557	8431	1762	1910	2742	3222	7089
ENSG00000114859	CLCN2	353	853	271	281	289	394	922
ENSG00000114861	FOXP1	773	1052	425	494	512	672	840
ENSG00000114867	EIF4G1	14875	32109	17092	12931	33479	44770	30250
ENSG00000114902	SPCS1	1802	2923	1759	1811	2638	3586	2577
ENSG00000114904	NEK4	1198	2657	1107	895	1617	1905	2241
ENSG00000114923	SLC4A3	720	627	216	405	324	482	634
ENSG00000114933	INO80D	1238	3188	1634	1166	2772	3287	2779
ENSG00000114942	EEF1B2	7647	12326	6847	7035	9354	13233	11578
ENSG00000114948	ADAM23	1111	2306	757	923	1302	1567	2048
ENSG00000114956	DGUOK	1173	1986	934	1271	1474	1910	1740
ENSG00000114978	MOB1A	4943	11458	3952	4124	5907	6984	9301
ENSG00000114982	KANSL3	2572	4502	1418	1683	2162	2842	4218
ENSG00000114988	LMAN2L	945	2194	626	767	1018	1376	2045
ENSG00000114993	RTKN	936	1791	888	1042	1642	2154	1760
ENSG00000114999	TTL	3166	6015	1562	2124	1990	2671	5297
ENSG00000115008	IL1A	21	35	36	20	30	34	35
ENSG00000115009	CCL20	1	0	1	0	2	0	0
ENSG00000115020	PIKFYVE	2757	7468	2495	1931	3350	3856	6310
ENSG00000115041	KCNIP3	111	153	147	81	106	154	148
ENSG00000115042	FAHD2A	423	835	343	389	428	625	731
ENSG00000115053	NCL	34728	75090	38408	31399	76891	105454	64448
ENSG00000115073	ACTR1B	1945	2829	1234	1348	1597	2094	2890
ENSG00000115084	SLC35F5	1128	2673	929	850	1446	1706	2252
ENSG00000115085	ZAP70	15	96	7	20	1	5	104
ENSG00000115091	ACTR3	6020	10980	4070	5034	7695	9469	9235
ENSG00000115107	STEAP3	482	647	830	411	914	1143	623
ENSG00000115109	EPB41L5	2732	7695	1403	2167	1819	2313	6457
ENSG00000115112	TFCP2L1	91	107	466	83	824	1123	92
ENSG00000115128	SF3B6	1615	2598	1600	1641	2265	2867	2258
ENSG00000115129	TP53I3	644	1205	294	644	507	670	1070
ENSG00000115137	DNAJC27	206	431	138	132	175	236	356
ENSG00000115138	POMC	69	41	60	72	112	146	42
ENSG00000115145	STAM2	1004	1650	570	695	1070	1216	1281
ENSG00000115155	OTOF	39	189	2	47	3	4	192
ENSG00000115159	GPD2	2274	6929	1862	2362	2098	2558	5663
ENSG00000115163	CENPA	786	1482	570	635	707	938	1232
ENSG00000115165	CYTIP	1	22	6	8	8	10	15
ENSG00000115170	ACVR1	676	1202	919	671	1354	1772	1042
ENSG00000115183	TANC1	930	2204	413	578	443	546	2076
ENSG00000115194	SLC30A3	32	46	151	35	222	351	49
ENSG00000115204	MPV17	869	1675	712	826	1068	1391	1676
ENSG00000115207	GTF3C2	2458	4853	2635	2406	3797	5217	4492
ENSG00000115211	EIF2B4	1045	1756	1031	948	1603	2158	1751
ENSG00000115216	NRBP1	3529	6970	3687	3551	5624	7662	6425
ENSG00000115221	ITGB6	9	1	56	3	2	0	1
ENSG00000115226	FNDC4	493	379	325	414	323	388	384
ENSG00000115232	ITGA4	739	1103	200	364	230	289	925
ENSG00000115233	PSMD14	2580	5082	2209	2662	4170	5489	4418
ENSG00000115234	SNX17	2838	4444	1740	2557	2315	3071	4186
ENSG00000115239	ASB3	69	133	33	70	44	51	113
ENSG00000115241	PPM1G	5234	9530	4840	4973	9177	12908	8817
ENSG00000115252	PDE1A	114	8	3	34	8	8	10
ENSG00000115255	REEP6	239	290	750	241	999	1417	299
ENSG00000115257	PCSK4	172	264	166	138	178	248	218
ENSG00000115263	GCG	0	0	0	0	0	0	0
ENSG00000115266	APC2	2670	582	251	707	416	575	524
ENSG00000115267	IFIH1	85	69	109	49	163	135	47
ENSG00000115268	RPS15	6599	10095	6146	6426	9675	13816	9705
ENSG00000115271	GCA	863	1436	931	908	1403	1548	1131
ENSG00000115274	INO80B	11	10	3	9	8	4	16
ENSG00000115275	MOGS	2142	3451	1591	1732	2331	3173	3211
ENSG00000115282	TTC31	996	2012	845	912	1050	1378	1871
ENSG00000115286	NDUFS7	618	852	650	560	798	1002	896
ENSG00000115289	PCGF1	210	362	164	230	207	273	357
ENSG00000115290	GRB14	105	326	138	147	225	305	311
ENSG00000115295	CLIP4	151	236	73	78	112	110	198
ENSG00000115297	TLX2	5	7	13	4	11	34	8
ENSG00000115306	SPTBN1	10649	21228	9643	7983	15298	19964	19678
ENSG00000115307	AUP1	1690	2548	1488	1411	2379	3200	2510
ENSG00000115310	RTN4	12582	16544	7095	9212	11085	14625	14300
ENSG00000115317	HTRA2	591	837	328	471	446	587	891
ENSG00000115318	LOXL3	1173	2034	614	909	943	1281	2043
ENSG00000115325	DOK1	462	650	279	402	423	659	644
ENSG00000115339	GALNT3	231	217	1476	287	1172	1404	206
ENSG00000115350	POLE4	539	888	330	537	743	922	861
ENSG00000115353	TACR1	192	353	55	163	194	271	304
ENSG00000115355	CCDC88A	6117	16108	4076	4524	5682	6438	12819
ENSG00000115361	ACADL	10	14	37	7	8	12	9
ENSG00000115363	EVA1A	141	154	85	106	136	199	142
ENSG00000115364	MRPL19	1830	4214	2196	1682	3100	3611	3453
ENSG00000115365	LANCL1	3711	7615	2798	3228	3231	3692	6204
ENSG00000115368	WDR75	2253	4977	2597	2345	4406	5350	4078
ENSG00000115380	EFEMP1	581	1608	869	502	702	938	1372
ENSG00000115386	REG1A	9	15	1	10	0	0	23
ENSG00000115392	FANCL	792	1844	505	774	865	1138	1617
ENSG00000115414	FN1	45034	107725	54212	36415	67735	83937	98806
ENSG00000115415	STAT1	3303	6518	3409	2807	4267	5452	5593
ENSG00000115419	GLS	2153	6050	1690	2112	4376	4908	4669
ENSG00000115421	PAPOLG	1337	3298	1329	1164	1824	2104	2721
ENSG00000115423	DNAH6	37	71	8	17	3	8	57
ENSG00000115425	PECR	297	549	436	290	579	757	475
ENSG00000115446	UNC50	833	1387	581	625	743	978	1196
ENSG00000115457	IGFBP2	17069	20479	3812	13231	5510	7620	20144
ENSG00000115459	ELMOD3	385	754	248	284	269	355	613
ENSG00000115461	IGFBP5	29523	47532	2868	13330	3531	4384	42797
ENSG00000115464	USP34	4805	12730	3876	3307	5951	6886	10685
ENSG00000115468	EFHD1	426	750	511	349	323	433	707
ENSG00000115474	KCNJ13	5	46	40	7	7	18	45
ENSG00000115484	CCT4	8273	16217	11415	8189	15858	19545	14042
ENSG00000115486	GGCX	1086	2783	959	940	1171	1471	2523
ENSG00000115488	NEU2	0	1	0	1	0	1	0
ENSG00000115504	EHBP1	1569	3488	1452	1295	1820	2265	2946
ENSG00000115507	OTX1	14	6	226	7	10	10	4
ENSG00000115514	TXNDC9	726	1216	535	690	1148	1215	994
ENSG00000115520	COQ10B	581	1052	745	585	972	1163	800
ENSG00000115523	GNLY	2	4	2	5	1	2	12
ENSG00000115524	SF3B1	14672	31890	14325	12091	18062	23055	27584
ENSG00000115525	ST3GAL5	340	411	141	175	164	215	363
ENSG00000115526	CHST10	1206	1771	518	968	821	1090	1586
ENSG00000115539	PDCL3	540	843	472	531	810	1088	777
ENSG00000115540	MOB4	1277	2167	1271	1136	1808	1991	1617
ENSG00000115541	HSPE1	999	1810	1065	1304	2339	2885	1653
ENSG00000115548	KDM3A	2556	7080	1230	2237	2210	2784	6052
ENSG00000115556	PLCD4	161	273	86	97	113	141	238
ENSG00000115561	CHMP3	1430	1998	538	766	724	864	1660
ENSG00000115568	ZNF142	1221	2325	839	876	1415	1961	2275
ENSG00000115590	IL1R2	0	1	0	2	0	3	2
ENSG00000115592	PRKAG3	1	1	0	0	0	0	1
ENSG00000115593	SMYD1	3	13	7	5	4	6	7
ENSG00000115594	IL1R1	340	623	346	214	408	506	501
ENSG00000115596	WNT6	29	12	198	9	0	1	8
ENSG00000115598	IL1RL2	1	1	1	0	1	3	0
ENSG00000115602	IL1RL1	0	1	3	1	0	1	4
ENSG00000115604	IL18R1	11	13	7	6	2	5	16
ENSG00000115607	IL18RAP	0	0	0	1	0	0	0
ENSG00000115616	SLC9A2	0	7	12	5	11	16	4
ENSG00000115641	FHL2	610	887	776	620	885	1258	828
ENSG00000115648	MLPH	98	80	182	98	167	287	92
ENSG00000115649	CNPPD1	1265	1356	710	894	1381	1881	1345
ENSG00000115652	UXS1	1465	3528	1511	1389	2585	3252	3008
ENSG00000115657	ABCB6	45	113	47	45	58	102	122
ENSG00000115661	STK16	688	945	483	584	630	825	1024
ENSG00000115665	SLC5A7	10	8	3	9	3	11	5
ENSG00000115677	HDLBP	15756	32762	15599	13493	25386	33347	30326
ENSG00000115685	PPP1R7	1209	1984	975	1080	1588	2013	1754
ENSG00000115687	PASK	1198	2861	1237	1069	1836	2535	2664
ENSG00000115694	STK25	3750	6620	2350	3150	3624	4914	6663
ENSG00000115705	TPO	21	10	11	5	18	14	9
ENSG00000115718	PROC	19	50	44	15	88	123	58
ENSG00000115738	ID2	1877	3653	1457	1652	166	176	3142
ENSG00000115750	TAF1B	839	1988	830	790	1178	1301	1579
ENSG00000115756	HPCAL1	437	658	284	386	526	762	585
ENSG00000115758	ODC1	9125	17778	3554	7136	9619	12472	15996
ENSG00000115760	BIRC6	4691	12788	3826	3444	7927	9050	10960
ENSG00000115761	NOL10	949	2113	990	881	2019	2521	1729
ENSG00000115762	PLEKHB2	4318	7872	4131	3499	5877	7717	6878
ENSG00000115806	GORASP2	3375	6206	3232	3110	4104	5514	5695
ENSG00000115808	STRN	2206	5440	2500	1823	3577	4229	4403
ENSG00000115816	CEBPZ	2401	4758	3569	2337	6250	7419	3892
ENSG00000115825	PRKD3	2855	8614	2011	2751	3222	3882	7198
ENSG00000115827	DCAF17	1150	2998	1399	1074	1911	2141	2493
ENSG00000115828	QPCT	137	295	211	204	363	442	261
ENSG00000115839	RAB3GAP1	2223	4531	2033	1675	2692	3471	3948
ENSG00000115840	SLC25A12	628	966	437	450	786	1046	842
ENSG00000115841	RMDN2	103	173	48	70	86	88	121
ENSG00000115844	DLX2	475	523	21	125	7	3	461
ENSG00000115850	LCT	0	0	0	1	0	3	1
ENSG00000115866	DARS1	3981	7013	3089	4113	5271	6416	5826
ENSG00000115875	SRSF7	6113	11592	4712	6346	9111	11907	10298
ENSG00000115884	SDC1	2149	3688	1238	1680	1796	2445	3552
ENSG00000115896	PLCL1	127	63	4	36	3	6	35
ENSG00000115902	SLC1A4	292	348	119	154	272	366	363
ENSG00000115904	SOS1	2598	6807	1610	1850	1924	2348	5532
ENSG00000115919	KYNU	19	49	22	36	22	26	44
ENSG00000115934		0	2	0	0	0	0	1
ENSG00000115935	WIPF1	1158	2888	446	814	334	447	2473
ENSG00000115942	ORC2	1536	4178	2154	1654	3145	3802	3437
ENSG00000115944	COX7A2L	2856	4390	2411	2656	2892	3688	3911
ENSG00000115946	PNO1	832	1644	1054	827	2124	2659	1407
ENSG00000115947	ORC4	1421	2789	1152	1362	2004	2370	2246
ENSG00000115956	PLEK	1	1	5	0	0	2	2
ENSG00000115963	RND3	3788	3081	2427	2521	2193	2914	2654
ENSG00000115966	ATF2	2204	5901	1405	1924	2013	2467	4903
ENSG00000115970	THADA	1201	3253	1366	1142	2202	2781	2789
ENSG00000115977	AAK1	1931	4615	1294	1370	2655	3400	4031
ENSG00000115993	TRAK2	1146	2014	847	890	1895	2229	1687
ENSG00000115998	C2orf42	233	438	132	177	235	363	437
ENSG00000116001	TIA1	5082	11663	2571	3979	5118	5851	9435
ENSG00000116005	PCYOX1	3183	8011	3167	2495	4914	6016	6636
ENSG00000116014	KISS1R	35	27	48	24	62	109	36
ENSG00000116016	EPAS1	478	573	1671	324	767	953	529
ENSG00000116017	ARID3A	3475	11381	4439	3462	4579	6159	10512
ENSG00000116030	SUMO1	3746	6829	3534	3834	5938	7554	5466
ENSG00000116031	CD207	0	0	0	0	1	0	1
ENSG00000116032	GRIN3B	30	72	42	19	78	83	91
ENSG00000116035	VAX2	13	7	1	6	2	4	20
ENSG00000116039	ATP6V1B1	3	2	2	1	0	0	1
ENSG00000116044	NFE2L2	1564	2626	1289	1226	1930	2361	2264
ENSG00000116062	MSH6	7854	20177	8909	7484	14569	18781	17254
ENSG00000116095	PLEKHA3	634	1223	476	497	691	844	1026
ENSG00000116096	SPR	117	143	310	136	391	571	166
ENSG00000116106	EPHA4	2862	6822	408	1919	342	435	5973
ENSG00000116117	PARD3B	715	817	244	342	114	184	707
ENSG00000116120	FARSB	1802	3698	2173	1830	3599	4592	3121
ENSG00000116127	ALMS1	2670	7639	2808	2221	4886	5723	6511
ENSG00000116128	BCL9	4660	11936	2742	3846	3934	5108	11030
ENSG00000116132	PRRX1	1492	1899	748	916	1383	1719	1494
ENSG00000116133	DHCR24	9522	21092	6621	11193	17423	22740	19489
ENSG00000116138	DNAJC16	1076	2895	1147	910	1668	2089	2410
ENSG00000116141	MARK1	959	1527	680	620	740	1004	1258
ENSG00000116147	TNR	33	108	0	18	4	1	89
ENSG00000116151	MORN1	243	550	95	185	203	261	486
ENSG00000116157	GPX7	650	996	260	523	261	301	899
ENSG00000116161	CACYBP	2768	5790	2907	2931	5115	6765	4963
ENSG00000116171	SCP2	2006	2914	1475	1455	2184	2628	2371
ENSG00000116176	TPSG1	41	79	34	37	104	144	74
ENSG00000116183	PAPPA2	41	58	49	35	37	60	47
ENSG00000116191	RALGPS2	2982	8450	2301	2325	2857	3254	6697
ENSG00000116194	ANGPTL1	164	279	9	53	11	11	244
ENSG00000116198	CEP104	960	1803	824	707	1228	1632	1617
ENSG00000116199	FAM20B	3412	7698	2224	2795	2766	3471	6407
ENSG00000116205	TCEANC2	810	1589	654	625	782	1041	1386
ENSG00000116209	TMEM59	3097	4278	2122	2337	3063	3910	3611
ENSG00000116212	LRRC42	1474	2907	1270	1354	1590	2063	2588
ENSG00000116213	WRAP73	770	1202	643	675	973	1253	1188
ENSG00000116218	NPHS2	0	0	0	0	1	3	0
ENSG00000116221	MRPL37	2150	4088	2898	2198	4150	5764	3653
ENSG00000116237	ICMT	5007	13065	4323	5137	7814	10104	11284
ENSG00000116251	RPL22	3050	6246	2637	2530	3103	3994	5075
ENSG00000116254	CHD5	70	49	174	39	346	513	57
ENSG00000116260	QSOX1	3248	5097	3474	3262	5120	6850	4960
ENSG00000116266	STXBP3	1313	2735	1069	1115	1659	1936	2025
